"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"regulatory protein *(LNO1)","regulatory protein *(LNO1)","regulatory protein *(LNO1)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.061106363584576,0.0290488655410548,"HORVU.MOREX.r3.2HG0111240",1
"regulatory protein *(RAD17)","regulatory protein *(RAD17)","regulatory protein *(RAD17)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.061106363584576,0.0290488655410548,"HORVU.MOREX.r3.4HG0392860",1
"regulatory protein *(TZF1/2/3)","regulatory protein *(TZF1/2/3)","regulatory protein *(TZF1/2/3)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.061106363584576,0.0290488655410548,"HORVU.MOREX.r3.3HG0236540",1
"signal transducer *(KEG)","signal transducer *(KEG)","signal transducer *(KEG)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.061106363584576,0.0290488655410548,"HORVU.MOREX.r3.1HG0064500",1
"ATP-dependent machinery","ATP-dependent machinery","ATP-dependent machinery","2/519","17/35106",0.117647058823529,7.95783747024822,3.51499705401162,0.0256191043722947,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.1HG0034380/HORVU.MOREX.r3.3HG0257460",2
"bifunctional inositol pyrophosphate kinase and phosphatase *(VIP1/2)","bifunctional inositol pyrophosphate kinase and phosphatase *(VIP1/2)","bifunctional inositol pyrophosphate kinase and phosphatase *(VIP1/2)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.3HG0293250",1
"component *(NOT11)","component *(NOT11)","component *(NOT11)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.4HG0344560",1
"component *(TAF4)","component *(TAF4)","component *(TAF4)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.4HG0364810",1
"component *(TFB1)","component *(TFB1)","component *(TFB1)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.3HG0308720",1
"component A","component A","component A","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.5HG0511100",1
"E3 ubiquitin ligase *(RBR-Helicase)","E3 ubiquitin ligase *(RBR-Helicase)","E3 ubiquitin ligase *(RBR-Helicase)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.5HG0440160",1
"inner nuclear envelope component *(SUN1/2)","inner nuclear envelope component *(SUN1/2)","inner nuclear envelope component *(SUN1/2)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.3HG0255900",1
"methylation reader *(MBD1/2/3/4)","methylation reader *(MBD1/2/3/4)","methylation reader *(MBD1/2/3/4)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.7HG0681470",1
"methylation reader *(MBD8)","methylation reader *(MBD8)","methylation reader *(MBD8)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.7HG0696680",1
"mRNA capping enzyme","mRNA capping enzyme","mRNA capping enzyme","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.4HG0345360",1
"palmitoyl-ACP thioesterase *(FATB)","palmitoyl-ACP thioesterase *(FATB)","palmitoyl-ACP thioesterase *(FATB)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.7HG0714350",1
"phosphatidylinositol 3-phosphate phosphatase *(MTM)","phosphatidylinositol 3-phosphate phosphatase *(MTM)","phosphatidylinositol 3-phosphate phosphatase *(MTM)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.7HG0688730",1
"protein S-acyltransferase *(PAT12-14)","protein S-acyltransferase *(PAT12-14)","protein S-acyltransferase *(PAT12-14)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.2HG0131830",1
"RNA helicase component *(MAC14/Brr2)","RNA helicase component *(MAC14/Brr2)","RNA helicase component *(MAC14/Brr2)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.4HG0396820",1
"RNA splicing factor *(mCSF1/2)","RNA splicing factor *(mCSF1/2)","RNA splicing factor *(mCSF1/2)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.6HG0557550",1
"SMARCC component *(SWI3C)","SMARCC component *(SWI3C)","SMARCC component *(SWI3C)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.5HG0455480",1
"subgroup-10 protein kinase","subgroup-10 protein kinase","subgroup-10 protein kinase","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.2HG0202150",1
"substrate processing","substrate processing","substrate processing","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.2HG0154580",1
"trimethylguanosine synthase *(TGS1)","trimethylguanosine synthase *(TGS1)","trimethylguanosine synthase *(TGS1)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.7HG0659770",1
"VPS13M-type lipid transfer protein *(VPS13M1/2)","VPS13M-type lipid transfer protein *(VPS13M1/2)","VPS13M-type lipid transfer protein *(VPS13M1/2)","1/519","2/35106",0.5,33.8208092485549,5.68588014269697,0.0293494495150686,0.0713594458797746,0.0339229963435261,"HORVU.MOREX.r3.1HG0057310",1
"HD-ZIP IV-type transcription factor","HD-ZIP IV-type transcription factor","HD-ZIP IV-type transcription factor","2/519","19/35106",0.105263157894737,7.12017036811682,3.26872898832939,0.0315948178843934,0.0739199512766939,0.0351402145288189,"HORVU.MOREX.r3.5HG0497940/HORVU.MOREX.r3.6HG0603410",2
"transcription factor *(TCP)","transcription factor *(TCP)","transcription factor *(TCP)","2/519","19/35106",0.105263157894737,7.12017036811682,3.26872898832939,0.0315948178843934,0.0739199512766939,0.0351402145288189,"HORVU.MOREX.r3.5HG0530230/HORVU.MOREX.r3.7HG0666250",2
"G-Lectin protein kinase activity","G-Lectin protein kinase activity","G-Lectin protein kinase activity","4/519","87/35106",0.0459770114942529,3.10995947113149,2.41375724385166,0.0402729605863586,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.1HG0025600/HORVU.MOREX.r3.2HG0208210/HORVU.MOREX.r3.3HG0279070/HORVU.MOREX.r3.7HG0676380",4
"accessory component *(ATG13)","accessory component *(ATG13)","accessory component *(ATG13)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.6HG0599100",1
"acyl-CoA:diacylglycerol acyltransferase *(DGAT2)","acyl-CoA:diacylglycerol acyltransferase *(DGAT2)","acyl-CoA:diacylglycerol acyltransferase *(DGAT2)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.6HG0609220",1
"bHLH class-Va transcription factor *(BIM1/2/3)","bHLH class-Va transcription factor *(BIM1/2/3)","bHLH class-Va transcription factor *(BIM1/2/3)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.7HG0713430",1
"carboxypeptidase *(SCPL47/48/49)","carboxypeptidase *(SCPL47/48/49)","carboxypeptidase *(SCPL47/48/49)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.2HG0200640",1
"deubiquitinase *(AMSH)","deubiquitinase *(AMSH)","deubiquitinase *(AMSH)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.4HG0338900",1
"E4 polyubiquitination factor *(UAP1/2)","E4 polyubiquitination factor *(UAP1/2)","E4 polyubiquitination factor *(UAP1/2)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.3HG0289500",1
"histone demethylase *(KDM1a/b/c)","histone demethylase *(KDM1a/b/c)","histone demethylase *(KDM1a/b/c)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.6HG0617270",1
"kinesin motor protein *(KIN14j/KIN14k/KIN14l/KIN14m)","kinesin motor protein *(KIN14j/KIN14k/KIN14l/KIN14m)","kinesin motor protein *(KIN14j/KIN14k/KIN14l/KIN14m)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.7HG0718200",1
"mannosyltransferase-III *(PIG-B)","mannosyltransferase-III *(PIG-B)","mannosyltransferase-III *(PIG-B)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.5HG0428050",1
"methyl-DNA-binding factor *(SUVH2/9)","methyl-DNA-binding factor *(SUVH2/9)","methyl-DNA-binding factor *(SUVH2/9)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.2HG0146930",1
"protein kinase signalling component *(TMK1/2/++)","protein kinase signalling component *(TMK1/2/++)","protein kinase signalling component *(TMK1/2/++)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.4HG0337740",1
"replication host factor *(TOM1)","replication host factor *(TOM1)","replication host factor *(TOM1)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.1HG0054390",1
"scaffold protein *(PAT1)","scaffold protein *(PAT1)","scaffold protein *(PAT1)","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.5HG0500220",1
"TAD2-TAD3 tRNA adenosine deaminase complex","TAD2-TAD3 tRNA adenosine deaminase complex","TAD2-TAD3 tRNA adenosine deaminase complex","1/519","3/35106",0.333333333333333,22.5472061657033,4.57184184206901,0.0437001683990041,0.0796885423746546,0.0378824989217373,"HORVU.MOREX.r3.7HG0650560",1
"condensing enzyme activities","condensing enzyme activities","condensing enzyme activities","3/519","57/35106",0.0526315789473684,3.56008518405841,2.36954930060927,0.0522865331607029,0.0939642045206834,0.044668891792515,"HORVU.MOREX.r3.4HG0361130/HORVU.MOREX.r3.4HG0392320/HORVU.MOREX.r3.4HG0395960",3
"cation:proton antiporter *(NHX1/2/3)","cation:proton antiporter *(NHX1/2/3)","cation:proton antiporter *(NHX1/2/3)","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.4HG0364050",1
"chromatin remodeling factor *(Rad5)","chromatin remodeling factor *(Rad5)","chromatin remodeling factor *(Rad5)","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.6HG0559070",1
"DDR DNA methylation accessory complex","DDR DNA methylation accessory complex","DDR DNA methylation accessory complex","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.5HG0501840",1
"deubiquitinase *(UBP12/13)","deubiquitinase *(UBP12/13)","deubiquitinase *(UBP12/13)","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.4HG0365190",1
"E3 ubiquitin ligase *(UPL3)","E3 ubiquitin ligase *(UPL3)","E3 ubiquitin ligase *(UPL3)","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.6HG0539760",1
"substrate adaptor *(EBF) of SCF E3 ubiquitin ligase activity","substrate adaptor *(EBF) of SCF E3 ubiquitin ligase activity","substrate adaptor *(EBF) of SCF E3 ubiquitin ligase activity","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.7HG0720010",1
"tryptophan aminotransferase *(TAA1/TAR1)","tryptophan aminotransferase *(TAA1/TAR1)","tryptophan aminotransferase *(TAA1/TAR1)","1/519","4/35106",0.25,16.9104046242775,3.89813620624849,0.0578391198447756,0.094369090273055,0.0448613671926238,"HORVU.MOREX.r3.3HG0233880",1
