"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"accessory protein *(PRD1/MEI1)","accessory protein *(PRD1/MEI1)","accessory protein *(PRD1/MEI1)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.2HG0159970",1
"calcium-permeable channel *(OSCA3)","calcium-permeable channel *(OSCA3)","calcium-permeable channel *(OSCA3)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.2HG0153260",1
"co-effector protein *(UPF3)","co-effector protein *(UPF3)","co-effector protein *(UPF3)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.2HG0170090",1
"component *(SecY2)","component *(SecY2)","component *(SecY2)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.1HG0064000",1
"component *(VPS11)","component *(VPS11)","component *(VPS11)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.2HG0162070",1
"DNA double-strand break transducer kinase *(ATM)","DNA double-strand break transducer kinase *(ATM)","DNA double-strand break transducer kinase *(ATM)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.3HG0218410",1
"DNA ligase *(LIG6)","DNA ligase *(LIG6)","DNA ligase *(LIG6)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.3HG0280850",1
"E3 ubiquitin ligase component *(PQT3/MPE1)","E3 ubiquitin ligase component *(PQT3/MPE1)","E3 ubiquitin ligase component *(PQT3/MPE1)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.6HG0603690",1
"inosine-specific endoribonuclease *(EndoV)","inosine-specific endoribonuclease *(EndoV)","inosine-specific endoribonuclease *(EndoV)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.7HG0738950",1
"methylation reader component *(MBD9)","methylation reader component *(MBD9)","methylation reader component *(MBD9)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.6HG0574560",1
"regulatory component *(VPS30/ATG6)","regulatory component *(VPS30/ATG6)","regulatory component *(VPS30/ATG6)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.3HG0280440",1
"regulatory protein *(C3H65)","regulatory protein *(C3H65)","regulatory protein *(C3H65)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.3HG0267080",1
"regulatory protein *(MOR1)","regulatory protein *(MOR1)","regulatory protein *(MOR1)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.3HG0296730",1
"replication fork progression","replication fork progression","replication fork progression","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.4HG0354110",1
"signalling protein factor *(NGR1/2/3)","signalling protein factor *(NGR1/2/3)","signalling protein factor *(NGR1/2/3)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.5HG0480470",1
"stability co-factor *(PMIR)","stability co-factor *(PMIR)","stability co-factor *(PMIR)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.3HG0284780",1
"sterol C-24 methyltransferase *(SMT1)","sterol C-24 methyltransferase *(SMT1)","sterol C-24 methyltransferase *(SMT1)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.4HG0411700",1
"tethering factor *(TNO1)","tethering factor *(TNO1)","tethering factor *(TNO1)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.6HG0591450",1
"thylakoid biogenesis factor *(ANU10)","thylakoid biogenesis factor *(ANU10)","thylakoid biogenesis factor *(ANU10)","1/519","1/35106",1,67.6416184971098,8.16343178431166,0.0147837976414297,0.0953300054809431,0.0649306538879488,"HORVU.MOREX.r3.6HG0542780",1
