"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"nuclear pore complex (NPC)","nuclear pore complex (NPC)","nuclear pore complex (NPC)","10/1542","34/35106",0.294117647058824,6.69604028381781,7.1223295352644,1.29473864204226e-06,4.48450384198274e-05,3.44437648313635e-05,"HORVU.MOREX.r3.1HG0005810/HORVU.MOREX.r3.3HG0244050/HORVU.MOREX.r3.3HG0273010/HORVU.MOREX.r3.3HG0288320/HORVU.MOREX.r3.3HG0301030/HORVU.MOREX.r3.4HG0340600/HORVU.MOREX.r3.4HG0385160/HORVU.MOREX.r3.4HG0403800/HORVU.MOREX.r3.5HG0485990/HORVU.MOREX.r3.6HG0557980",10
"RNA polymerase I complex","RNA polymerase I complex","RNA polymerase I complex","5/1542","7/35106",0.714285714285714,16.2618121178432,8.65560781888265,3.16788102097269e-06,0.000100580222415883,7.725183542372e-05,"HORVU.MOREX.r3.1HG0059360/HORVU.MOREX.r3.2HG0177000/HORVU.MOREX.r3.2HG0177020/HORVU.MOREX.r3.2HG0177030/HORVU.MOREX.r3.5HG0471390",5
"eEF2 mRNA-translocation factor activity","eEF2 mRNA-translocation factor activity","eEF2 mRNA-translocation factor activity","6/1542","13/35106",0.461538461538462,10.5076324453756,7.34892188890389,9.34869170506183e-06,0.000273988579971428,0.00021044018574957,"HORVU.MOREX.r3.4HG0343180/HORVU.MOREX.r3.5HG0468500/HORVU.MOREX.r3.5HG0529130/HORVU.MOREX.r3.5HG0529140/HORVU.MOREX.r3.6HG0628940/HORVU.MOREX.r3.7HG0735200",6
"H/ACA snoRNP RNA pseudouridylation complex","H/ACA snoRNP RNA pseudouridylation complex","H/ACA snoRNP RNA pseudouridylation complex","4/1542","6/35106",0.666666666666667,15.177691309987,7.4441892000752,5.17985559499168e-05,0.00135640020386647,0.00104179930011018,"HORVU.MOREX.r3.1HG0067270/HORVU.MOREX.r3.2HG0121300/HORVU.MOREX.r3.2HG0121320/HORVU.MOREX.r3.6HG0611730",4
"C-to-U RNA editing","C-to-U RNA editing","C-to-U RNA editing","11/1542","60/35106",0.183333333333333,4.17386511024643,5.27393388920093,5.34015828293887e-05,0.00135640020386647,0.00104179930011018,"HORVU.MOREX.r3.1HG0054820/HORVU.MOREX.r3.1HG0081580/HORVU.MOREX.r3.1HG0094040/HORVU.MOREX.r3.2HG0170210/HORVU.MOREX.r3.3HG0258630/HORVU.MOREX.r3.3HG0269760/HORVU.MOREX.r3.3HG0300900/HORVU.MOREX.r3.3HG0310510/HORVU.MOREX.r3.6HG0618810/HORVU.MOREX.r3.7HG0666560/HORVU.MOREX.r3.7HG0701910",11
"elongation","elongation","elongation","8/1542","33/35106",0.242424242424242,5.51916047635892,5.56695992754834,7.06375611542391e-05,0.00168205692498532,0.00129192381584727,"HORVU.MOREX.r3.1HG0005370/HORVU.MOREX.r3.1HG0038170/HORVU.MOREX.r3.2HG0187470/HORVU.MOREX.r3.3HG0252970/HORVU.MOREX.r3.3HG0299370/HORVU.MOREX.r3.5HG0517610/HORVU.MOREX.r3.6HG0617940/HORVU.MOREX.r3.7HG0721820",8
"stand-alone pseudouridine synthase activities","stand-alone pseudouridine synthase activities","stand-alone pseudouridine synthase activities","6/1542","18/35106",0.333333333333333,7.58884565499351,5.99316312835239,8.36577913374083e-05,0.00179041320415132,0.00137514814409191,"HORVU.MOREX.r3.1HG0078760/HORVU.MOREX.r3.2HG0188110/HORVU.MOREX.r3.3HG0233670/HORVU.MOREX.r3.4HG0385210/HORVU.MOREX.r3.5HG0467500/HORVU.MOREX.r3.6HG0602680",6
"queuosine modification","queuosine modification","queuosine modification","3/1542","3/35106",1,22.7665369649805,8.08104766428855,8.45864505898263e-05,0.00179041320415132,0.00137514814409191,"HORVU.MOREX.r3.2HG0129410/HORVU.MOREX.r3.5HG0488150/HORVU.MOREX.r3.5HG0518530",3
"N-linked glycosylation","N-linked glycosylation","N-linked glycosylation","10/1542","53/35106",0.188679245283019,4.29557301226048,5.14631180150682,9.00240207571003e-05,0.00180521852149764,0.00138651954407058,"HORVU.MOREX.r3.2HG0159210/HORVU.MOREX.r3.3HG0246370/HORVU.MOREX.r3.3HG0257310/HORVU.MOREX.r3.3HG0288360/HORVU.MOREX.r3.3HG0319760/HORVU.MOREX.r3.4HG0403970/HORVU.MOREX.r3.5HG0526400/HORVU.MOREX.r3.6HG0605090/HORVU.MOREX.r3.6HG0634130/HORVU.MOREX.r3.7HG0693910",10
"outer mitochondrion membrane TOM translocation system","outer mitochondrion membrane TOM translocation system","outer mitochondrion membrane TOM translocation system","4/1542","7/35106",0.571428571428571,13.0094496942746,6.8110579446008,0.000116639455855176,0.00222198163404109,0.00170661940672309,"HORVU.MOREX.r3.3HG0310680/HORVU.MOREX.r3.4HG0380110/HORVU.MOREX.r3.6HG0617350/HORVU.MOREX.r3.7HG0693420",4
"cytochrome c oxidase complex","cytochrome c oxidase complex","cytochrome c oxidase complex","6/1542","21/35106",0.285714285714286,6.5047248471373,5.40846896499871,0.000218313225685165,0.00372947365740785,0.00286446657482907,"HORVU.MOREX.r3.1HG0050990/HORVU.MOREX.r3.1HG0051020/HORVU.MOREX.r3.4HG0413960/HORVU.MOREX.r3.5HG0476620/HORVU.MOREX.r3.7HG0677780/HORVU.MOREX.r3.7HG0731740",6
"chromatin condensation","chromatin condensation","chromatin condensation","4/1542","8/35106",0.5,11.3832684824903,6.2954635218674,0.000225138829712285,0.00372947365740785,0.00286446657482907,"HORVU.MOREX.r3.3HG0264440/HORVU.MOREX.r3.3HG0304800/HORVU.MOREX.r3.4HG0342990/HORVU.MOREX.r3.5HG0526320",4
"SWR1 chromatin remodeling complex","SWR1 chromatin remodeling complex","SWR1 chromatin remodeling complex","4/1542","8/35106",0.5,11.3832684824903,6.2954635218674,0.000225138829712285,0.00372947365740785,0.00286446657482907,"HORVU.MOREX.r3.1HG0085240/HORVU.MOREX.r3.2HG0131320/HORVU.MOREX.r3.2HG0213240/HORVU.MOREX.r3.5HG0465260",4
"Cleavage Factor I (CF-Im) complex","Cleavage Factor I (CF-Im) complex","Cleavage Factor I (CF-Im) complex","3/1542","4/35106",0.75,17.0749027237354,6.89131715343235,0.000327220381672377,0.00519462355904899,0.00398979237302284,"HORVU.MOREX.r3.1HG0081780/HORVU.MOREX.r3.5HG0488680/HORVU.MOREX.r3.7HG0708040",3
"U12-type minor spliceosome","U12-type minor spliceosome","U12-type minor spliceosome","4/1542","10/35106",0.4,9.10661478599222,5.49541563644985,0.000629207489167064,0.00958912213490606,0.00736503924161869,"HORVU.MOREX.r3.3HG0248300/HORVU.MOREX.r3.3HG0252620/HORVU.MOREX.r3.5HG0495740/HORVU.MOREX.r3.6HG0541540",4
"salvage pathway","salvage pathway","salvage pathway","5/1542","18/35106",0.277777777777778,6.32403804582793,4.84270389396952,0.000861443240696054,0.0126234567194306,0.00969559598840094,"HORVU.MOREX.r3.1HG0075360/HORVU.MOREX.r3.1HG0083980/HORVU.MOREX.r3.2HG0120210/HORVU.MOREX.r3.4HG0346530/HORVU.MOREX.r3.7HG0683710",5
"U2-type major spliceosome","U2-type major spliceosome","U2-type major spliceosome","10/1542","70/35106",0.142857142857143,3.25236242356865,4.04314999984093,0.000932599669280266,0.0131600175553993,0.0101077079165658,"HORVU.MOREX.r3.1HG0032760/HORVU.MOREX.r3.2HG0149820/HORVU.MOREX.r3.2HG0168890/HORVU.MOREX.r3.4HG0359330/HORVU.MOREX.r3.4HG0369460/HORVU.MOREX.r3.4HG0414480/HORVU.MOREX.r3.5HG0534960/HORVU.MOREX.r3.6HG0588960/HORVU.MOREX.r3.6HG0623090/HORVU.MOREX.r3.7HG0705220",10
"transcription elongation","transcription elongation","transcription elongation","6/1542","29/35106",0.206896551724138,4.7103179927546,4.2843873595337,0.00141436352999039,0.0190337144332988,0.014619070624277,"HORVU.MOREX.r3.1HG0021770/HORVU.MOREX.r3.2HG0176660/HORVU.MOREX.r3.4HG0333530/HORVU.MOREX.r3.4HG0363150/HORVU.MOREX.r3.4HG0398870/HORVU.MOREX.r3.7HG0745890",6
"RNA 5-end processing","RNA 5-end processing","RNA 5-end processing","5/1542","20/35106",0.25,5.69163424124514,4.49844106330447,0.00144876041618285,0.0190337144332988,0.014619070624277,"HORVU.MOREX.r3.1HG0071760/HORVU.MOREX.r3.2HG0183320/HORVU.MOREX.r3.4HG0361950/HORVU.MOREX.r3.5HG0501160/HORVU.MOREX.r3.7HG0642820",5
"post-CCT Tubulin folding pathway","post-CCT Tubulin folding pathway","post-CCT Tubulin folding pathway","3/1542","6/35106",0.5,11.3832684824903,5.45187600779453,0.0015306260976488,0.0194389514401398,0.0149303177244339,"HORVU.MOREX.r3.1HG0050160/HORVU.MOREX.r3.4HG0408050/HORVU.MOREX.r3.5HG0422600",3
"serine-tRNA ligase","serine-tRNA ligase","serine-tRNA ligase","2/1542","2/35106",1,22.7665369649805,6.59805380753702,0.0019281316633151,0.0222611564764562,0.0170979458501307,"HORVU.MOREX.r3.4HG0399210/HORVU.MOREX.r3.6HG0619760",2
"tRNA acetylation","tRNA acetylation","tRNA acetylation","2/1542","2/35106",1,22.7665369649805,6.59805380753702,0.0019281316633151,0.0222611564764562,0.0170979458501307,"HORVU.MOREX.r3.2HG0113530/HORVU.MOREX.r3.4HG0399920",2
"wybutosine modification","wybutosine modification","wybutosine modification","2/1542","2/35106",1,22.7665369649805,6.59805380753702,0.0019281316633151,0.0222611564764562,0.0170979458501307,"HORVU.MOREX.r3.2HG0141420/HORVU.MOREX.r3.5HG0513920",2
"PPR-type RNA splicing factor activities","PPR-type RNA splicing factor activities","PPR-type RNA splicing factor activities","6/1542","31/35106",0.193548387096774,4.40642650935107,4.06696888948196,0.00203407738760008,0.0227936319022244,0.0175069199304279,"HORVU.MOREX.r3.2HG0137000/HORVU.MOREX.r3.3HG0233700/HORVU.MOREX.r3.5HG0447170/HORVU.MOREX.r3.5HG0487010/HORVU.MOREX.r3.5HG0505890/HORVU.MOREX.r3.6HG0592070",6
"meiotic double strand break processing","meiotic double strand break processing","meiotic double strand break processing","3/1542","7/35106",0.428571428571429,9.75708727070595,4.96650807031896,0.00259111607899402,0.0268207640148087,0.0206000066200216,"HORVU.MOREX.r3.2HG0207380/HORVU.MOREX.r3.5HG0441110/HORVU.MOREX.r3.7HG0677140",3
"mevalonate (MVA) pathway","mevalonate (MVA) pathway","mevalonate (MVA) pathway","4/1542","14/35106",0.285714285714286,6.5047248471373,4.41555595409983,0.00260464112479769,0.0268207640148087,0.0206000066200216,"HORVU.MOREX.r3.2HG0209080/HORVU.MOREX.r3.4HG0391330/HORVU.MOREX.r3.5HG0470030/HORVU.MOREX.r3.5HG0519810",4
"phragmoplast microtubule organization","phragmoplast microtubule organization","phragmoplast microtubule organization","4/1542","14/35106",0.285714285714286,6.5047248471373,4.41555595409983,0.00260464112479769,0.0268207640148087,0.0206000066200216,"HORVU.MOREX.r3.2HG0193160/HORVU.MOREX.r3.3HG0254050/HORVU.MOREX.r3.7HG0674790/HORVU.MOREX.r3.7HG0725060",4
"glycophosphatidylinositol (GPI) anchor addition","glycophosphatidylinositol (GPI) anchor addition","glycophosphatidylinositol (GPI) anchor addition","6/1542","33/35106",0.181818181818182,4.13937035726919,3.86725567017963,0.00283943956092519,0.0284691177029605,0.0218660442641885,"HORVU.MOREX.r3.1HG0013000/HORVU.MOREX.r3.3HG0234720/HORVU.MOREX.r3.4HG0418680/HORVU.MOREX.r3.5HG0428060/HORVU.MOREX.r3.5HG0444990/HORVU.MOREX.r3.6HG0589240",6
"actin filament protein","actin filament protein","actin filament protein","3/1542","8/35106",0.375,8.5374513618677,4.57002052643709,0.00401070242856306,0.0391814775713468,0.0300937995989347,"HORVU.MOREX.r3.1HG0003140/HORVU.MOREX.r3.1HG0049980/HORVU.MOREX.r3.4HG0337850",3
"DNA end recognition","DNA end recognition","DNA end recognition","2/1542","3/35106",0.666666666666667,15.177691309987,5.26361172794292,0.00561522208876567,0.050381948092049,0.0386964541223639,"HORVU.MOREX.r3.5HG0430720/HORVU.MOREX.r3.5HG0536500",2
"mitochondrial nucleoid organization","mitochondrial nucleoid organization","mitochondrial nucleoid organization","2/1542","3/35106",0.666666666666667,15.177691309987,5.26361172794292,0.00561522208876567,0.050381948092049,0.0386964541223639,"HORVU.MOREX.r3.6HG0606170/HORVU.MOREX.r3.6HG0607740",2
"eEF1 aminoacyl-tRNA binding factor activity","eEF1 aminoacyl-tRNA binding factor activity","eEF1 aminoacyl-tRNA binding factor activity","3/1542","9/35106",0.333333333333333,7.58884565499351,4.23726289903811,0.00582048829690076,0.050381948092049,0.0386964541223639,"HORVU.MOREX.r3.2HG0107850/HORVU.MOREX.r3.4HG0385270/HORVU.MOREX.r3.5HG0514790",3
"prolyl hydroxylase","prolyl hydroxylase","prolyl hydroxylase","3/1542","9/35106",0.333333333333333,7.58884565499351,4.23726289903811,0.00582048829690076,0.050381948092049,0.0386964541223639,"HORVU.MOREX.r3.1HG0070100/HORVU.MOREX.r3.5HG0521560/HORVU.MOREX.r3.6HG0632360",3
"TFIIIc transcription factor complex","TFIIIc transcription factor complex","TFIIIc transcription factor complex","3/1542","9/35106",0.333333333333333,7.58884565499351,4.23726289903811,0.00582048829690076,0.050381948092049,0.0386964541223639,"HORVU.MOREX.r3.2HG0183750/HORVU.MOREX.r3.3HG0316020/HORVU.MOREX.r3.5HG0509890",3
"rhamnogalacturonan I","rhamnogalacturonan I","rhamnogalacturonan I","7/1542","50/35106",0.14,3.18731517509728,3.31745474682357,0.00595062379039949,0.050381948092049,0.0386964541223639,"HORVU.MOREX.r3.1HG0077090/HORVU.MOREX.r3.4HG0341700/HORVU.MOREX.r3.4HG0356240/HORVU.MOREX.r3.6HG0564590/HORVU.MOREX.r3.6HG0593020/HORVU.MOREX.r3.6HG0608960/HORVU.MOREX.r3.7HG0731320",7
"EC_1-6 oxidoreductase acting on NADH or NADPH","EC_1-6 oxidoreductase acting on NADH or NADPH","EC_1-6 oxidoreductase acting on NADH or NADPH","3/1542","10/35106",0.3,6.82996108949416,3.95208853225152,0.00804532292878663,0.0625564905279124,0.0480472561590265,"HORVU.MOREX.r3.1HG0067700/HORVU.MOREX.r3.3HG0241330/HORVU.MOREX.r3.4HG0387550",3
"mitochondrial fatty acid synthase (mtFAS) system","mitochondrial fatty acid synthase (mtFAS) system","mitochondrial fatty acid synthase (mtFAS) system","3/1542","10/35106",0.3,6.82996108949416,3.95208853225152,0.00804532292878663,0.0625564905279124,0.0480472561590265,"HORVU.MOREX.r3.1HG0013300/HORVU.MOREX.r3.4HG0375240/HORVU.MOREX.r3.7HG0665540",3
"preincision complex formation","preincision complex formation","preincision complex formation","3/1542","10/35106",0.3,6.82996108949416,3.95208853225152,0.00804532292878663,0.0625564905279124,0.0480472561590265,"HORVU.MOREX.r3.1HG0019930/HORVU.MOREX.r3.2HG0180690/HORVU.MOREX.r3.2HG0209100",3
"PUM-type posttranscriptional regulator activity","PUM-type posttranscriptional regulator activity","PUM-type posttranscriptional regulator activity","3/1542","10/35106",0.3,6.82996108949416,3.95208853225152,0.00804532292878663,0.0625564905279124,0.0480472561590265,"HORVU.MOREX.r3.1HG0004540/HORVU.MOREX.r3.2HG0102720/HORVU.MOREX.r3.5HG0492170",3
"FKBP-type chaperone activities","FKBP-type chaperone activities","FKBP-type chaperone activities","4/1542","20/35106",0.2,4.55330739299611,3.40698849596487,0.0102205968364124,0.0755296048404047,0.0580114108181586,"HORVU.MOREX.r3.2HG0160560/HORVU.MOREX.r3.2HG0171590/HORVU.MOREX.r3.5HG0467410/HORVU.MOREX.r3.7HG0682910",4
"MAC/NTC spliceosome-associated complex","MAC/NTC spliceosome-associated complex","MAC/NTC spliceosome-associated complex","6/1542","43/35106",0.13953488372093,3.17672608813682,3.06128168775412,0.0107799987563256,0.0755296048404047,0.0580114108181586,"HORVU.MOREX.r3.1HG0041060/HORVU.MOREX.r3.2HG0119160/HORVU.MOREX.r3.4HG0411750/HORVU.MOREX.r3.6HG0557080/HORVU.MOREX.r3.7HG0689490/HORVU.MOREX.r3.7HG0741190",6
"CAF1 histone chaperone complex","CAF1 histone chaperone complex","CAF1 histone chaperone complex","2/1542","4/35106",0.5,11.3832684824903,4.45131130382674,0.010903223795859,0.0755296048404047,0.0580114108181586,"HORVU.MOREX.r3.5HG0501270/HORVU.MOREX.r3.5HG0508600",2
"lesion recognition","lesion recognition","lesion recognition","2/1542","4/35106",0.5,11.3832684824903,4.45131130382674,0.010903223795859,0.0755296048404047,0.0580114108181586,"HORVU.MOREX.r3.3HG0238730/HORVU.MOREX.r3.5HG0479520",2
"phenylalanine-tRNA ligase heterodimer","phenylalanine-tRNA ligase heterodimer","phenylalanine-tRNA ligase heterodimer","2/1542","4/35106",0.5,11.3832684824903,4.45131130382674,0.010903223795859,0.0755296048404047,0.0580114108181586,"HORVU.MOREX.r3.5HG0447730/HORVU.MOREX.r3.5HG0480320",2
"pre-tRNA splicing endonuclease complex","pre-tRNA splicing endonuclease complex","pre-tRNA splicing endonuclease complex","2/1542","4/35106",0.5,11.3832684824903,4.45131130382674,0.010903223795859,0.0755296048404047,0.0580114108181586,"HORVU.MOREX.r3.5HG0493400/HORVU.MOREX.r3.5HG0493430",2
