"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"nucleus","nucleus","nucleus","14/1542","64/35106",0.21875,4.98017996108949,6.83105956881484,5.7054689854357e-07,8.55820347815356e-06,6.49713693078324e-06,"HORVU.MOREX.r3.1HG0005810/HORVU.MOREX.r3.1HG0064750/HORVU.MOREX.r3.3HG0244050/HORVU.MOREX.r3.3HG0252850/HORVU.MOREX.r3.3HG0273010/HORVU.MOREX.r3.3HG0288320/HORVU.MOREX.r3.3HG0301030/HORVU.MOREX.r3.4HG0340600/HORVU.MOREX.r3.4HG0358890/HORVU.MOREX.r3.4HG0384440/HORVU.MOREX.r3.4HG0385160/HORVU.MOREX.r3.4HG0403800/HORVU.MOREX.r3.5HG0485990/HORVU.MOREX.r3.6HG0557980",14
"mRNA degradation","mRNA degradation","mRNA degradation","14/1542","68/35106",0.205882352941176,4.68722819867246,6.52340944383845,1.24659969999525e-06,1.71407458749347e-05,1.30127512543364e-05,"HORVU.MOREX.r3.1HG0037800/HORVU.MOREX.r3.1HG0086360/HORVU.MOREX.r3.2HG0121800/HORVU.MOREX.r3.2HG0122110/HORVU.MOREX.r3.2HG0191110/HORVU.MOREX.r3.3HG0298250/HORVU.MOREX.r3.4HG0341950/HORVU.MOREX.r3.4HG0410560/HORVU.MOREX.r3.5HG0484150/HORVU.MOREX.r3.5HG0495490/HORVU.MOREX.r3.5HG0536100/HORVU.MOREX.r3.6HG0567150/HORVU.MOREX.r3.6HG0627220/HORVU.MOREX.r3.7HG0701300",14
"deoxynucleotides","deoxynucleotides","deoxynucleotides","7/1542","15/35106",0.466666666666667,10.6243839169909,7.99117267772727,1.46737578994532e-06,1.8624385026229e-05,1.41390865589872e-05,"HORVU.MOREX.r3.1HG0075360/HORVU.MOREX.r3.1HG0083980/HORVU.MOREX.r3.2HG0120210/HORVU.MOREX.r3.2HG0205550/HORVU.MOREX.r3.4HG0346530/HORVU.MOREX.r3.6HG0626930/HORVU.MOREX.r3.7HG0670020",7
"DNA-dependent RNA polymerase complexes","DNA-dependent RNA polymerase complexes","DNA-dependent RNA polymerase complexes","8/1542","23/35106",0.347826086956522,7.91879546608019,7.11436049537468,3.69253872730809e-06,4.35192064289882e-05,3.30385044022303e-05,"HORVU.MOREX.r3.1HG0059360/HORVU.MOREX.r3.2HG0177000/HORVU.MOREX.r3.2HG0177020/HORVU.MOREX.r3.2HG0177030/HORVU.MOREX.r3.5HG0460760/HORVU.MOREX.r3.5HG0471390/HORVU.MOREX.r3.5HG0491040/HORVU.MOREX.r3.5HG0514070",8
"mRNA modification","mRNA modification","mRNA modification","13/1542","66/35106",0.196969696969697,4.48431788704162,6.07291928227786,5.00530310896781e-06,5.50583341986459e-05,4.17986715766434e-05,"HORVU.MOREX.r3.1HG0071760/HORVU.MOREX.r3.1HG0081780/HORVU.MOREX.r3.2HG0183320/HORVU.MOREX.r3.3HG0230700/HORVU.MOREX.r3.4HG0361950/HORVU.MOREX.r3.5HG0478980/HORVU.MOREX.r3.5HG0488680/HORVU.MOREX.r3.5HG0501160/HORVU.MOREX.r3.6HG0603200/HORVU.MOREX.r3.6HG0616960/HORVU.MOREX.r3.7HG0642820/HORVU.MOREX.r3.7HG0708040/HORVU.MOREX.r3.7HG0735360",13
"pre-RNA group-I/-II intron splicing","pre-RNA group-I/-II intron splicing","pre-RNA group-I/-II intron splicing","11/1542","60/35106",0.183333333333333,4.17386511024643,5.27393388920093,5.34015828293887e-05,0.000550703822928071,0.000418078181361661,"HORVU.MOREX.r3.1HG0020210/HORVU.MOREX.r3.2HG0137000/HORVU.MOREX.r3.3HG0233700/HORVU.MOREX.r3.3HG0236840/HORVU.MOREX.r3.4HG0343060/HORVU.MOREX.r3.5HG0429940/HORVU.MOREX.r3.5HG0447170/HORVU.MOREX.r3.5HG0487010/HORVU.MOREX.r3.5HG0505890/HORVU.MOREX.r3.6HG0592070/HORVU.MOREX.r3.7HG0740150",11
"mitochondrial mRNA homeostasis","mitochondrial mRNA homeostasis","mitochondrial mRNA homeostasis","5/1542","11/35106",0.454545454545455,10.348425893173,6.64663803089342,6.00983910431908e-05,0.000583307913066264,0.000442830249791932,"HORVU.MOREX.r3.2HG0174250/HORVU.MOREX.r3.2HG0177300/HORVU.MOREX.r3.4HG0349500/HORVU.MOREX.r3.4HG0409900/HORVU.MOREX.r3.5HG0431960",5
"glycosylation","glycosylation","glycosylation","12/1542","72/35106",0.166666666666667,3.79442282749676,5.08748714781304,6.58954050501597e-05,0.000604041212959798,0.000458570362629767,"HORVU.MOREX.r3.2HG0159210/HORVU.MOREX.r3.3HG0246370/HORVU.MOREX.r3.3HG0257310/HORVU.MOREX.r3.3HG0288360/HORVU.MOREX.r3.3HG0304780/HORVU.MOREX.r3.3HG0319760/HORVU.MOREX.r3.4HG0403970/HORVU.MOREX.r3.5HG0526400/HORVU.MOREX.r3.6HG0605090/HORVU.MOREX.r3.6HG0634130/HORVU.MOREX.r3.7HG0650250/HORVU.MOREX.r3.7HG0693910",12
"RNA polymerase III-dependent transcription","RNA polymerase III-dependent transcription","RNA polymerase III-dependent transcription","7/1542","27/35106",0.259259259259259,5.9024355094394,5.46210429631956,0.000127308542297656,0.00108523770667535,0.000823880619421799,"HORVU.MOREX.r3.1HG0023940/HORVU.MOREX.r3.2HG0178560/HORVU.MOREX.r3.2HG0183750/HORVU.MOREX.r3.3HG0280090/HORVU.MOREX.r3.3HG0316020/HORVU.MOREX.r3.5HG0509890/HORVU.MOREX.r3.6HG0545640",7
"organelle RNA modification","organelle RNA modification","organelle RNA modification","11/1542","66/35106",0.166666666666667,3.79442282749676,4.87048105887698,0.000131543964445497,0.00108523770667535,0.000823880619421799,"HORVU.MOREX.r3.1HG0054820/HORVU.MOREX.r3.1HG0081580/HORVU.MOREX.r3.1HG0094040/HORVU.MOREX.r3.2HG0170210/HORVU.MOREX.r3.3HG0258630/HORVU.MOREX.r3.3HG0269760/HORVU.MOREX.r3.3HG0300900/HORVU.MOREX.r3.3HG0310510/HORVU.MOREX.r3.6HG0618810/HORVU.MOREX.r3.7HG0666560/HORVU.MOREX.r3.7HG0701910",11
"mRNA stress granule formation","mRNA stress granule formation","mRNA stress granule formation","6/1542","20/35106",0.3,6.82996108949416,5.58989363064407,0.000161942027384323,0.00127240164373396,0.000965969987906486,"HORVU.MOREX.r3.2HG0160800/HORVU.MOREX.r3.2HG0172050/HORVU.MOREX.r3.2HG0207000/HORVU.MOREX.r3.3HG0271530/HORVU.MOREX.r3.3HG0305860/HORVU.MOREX.r3.7HG0708580",6
"mitochondrion","mitochondrion","mitochondrion","7/1542","34/35106",0.205882352941176,4.68722819867246,4.61051063442666,0.000589375023151599,0.00442031267363699,0.00335577166292059,"HORVU.MOREX.r3.3HG0310680/HORVU.MOREX.r3.4HG0380110/HORVU.MOREX.r3.5HG0441660/HORVU.MOREX.r3.5HG0522500/HORVU.MOREX.r3.6HG0617350/HORVU.MOREX.r3.7HG0656260/HORVU.MOREX.r3.7HG0693420",7
"oxidative phosphorylation","oxidative phosphorylation","oxidative phosphorylation","13/1542","116/35106",0.112068965517241,2.55142224607541,3.58737566086049,0.00177661737268012,0.01274529854314,0.00967585662924184,"HORVU.MOREX.r3.1HG0027680/HORVU.MOREX.r3.1HG0050990/HORVU.MOREX.r3.1HG0051020/HORVU.MOREX.r3.1HG0060570/HORVU.MOREX.r3.3HG0326210/HORVU.MOREX.r3.4HG0413960/HORVU.MOREX.r3.5HG0445520/HORVU.MOREX.r3.5HG0476620/HORVU.MOREX.r3.6HG0568640/HORVU.MOREX.r3.6HG0582880/HORVU.MOREX.r3.7HG0656510/HORVU.MOREX.r3.7HG0677780/HORVU.MOREX.r3.7HG0731740",13
"histone chaperone activities","histone chaperone activities","histone chaperone activities","6/1542","31/35106",0.193548387096774,4.40642650935107,4.06696888948196,0.00203407738760008,0.0139842820397505,0.0106164565405443,"HORVU.MOREX.r3.2HG0173240/HORVU.MOREX.r3.4HG0333740/HORVU.MOREX.r3.4HG0364440/HORVU.MOREX.r3.5HG0501270/HORVU.MOREX.r3.5HG0508600/HORVU.MOREX.r3.7HG0650920",6
"cell cycle organisation","cell cycle organisation","cell cycle organisation","18/1542","199/35106",0.0904522613065327,2.05928475060126,3.21197986976125,0.00310714358383091,0.020507147653284,0.0155684246937212,"HORVU.MOREX.r3.1HG0061720/HORVU.MOREX.r3.2HG0169090/HORVU.MOREX.r3.2HG0178750/HORVU.MOREX.r3.3HG0264440/HORVU.MOREX.r3.3HG0272100/HORVU.MOREX.r3.3HG0296480/HORVU.MOREX.r3.3HG0304800/HORVU.MOREX.r3.3HG0327630/HORVU.MOREX.r3.4HG0342990/HORVU.MOREX.r3.4HG0353330/HORVU.MOREX.r3.4HG0393510/HORVU.MOREX.r3.4HG0407610/HORVU.MOREX.r3.4HG0413490/HORVU.MOREX.r3.5HG0423990/HORVU.MOREX.r3.5HG0463960/HORVU.MOREX.r3.5HG0526320/HORVU.MOREX.r3.6HG0558840/HORVU.MOREX.r3.6HG0624580",18
"RNA polymerase II-dependent transcription","RNA polymerase II-dependent transcription","RNA polymerase II-dependent transcription","12/1542","114/35106",0.105263157894737,2.39647757526111,3.20104536010012,0.00439539109002688,0.0278938280713245,0.0211761756968907,"HORVU.MOREX.r3.1HG0021770/HORVU.MOREX.r3.1HG0037440/HORVU.MOREX.r3.2HG0176660/HORVU.MOREX.r3.3HG0316280/HORVU.MOREX.r3.4HG0333530/HORVU.MOREX.r3.4HG0363150/HORVU.MOREX.r3.4HG0391440/HORVU.MOREX.r3.4HG0398870/HORVU.MOREX.r3.5HG0450920/HORVU.MOREX.r3.5HG0494820/HORVU.MOREX.r3.7HG0639890/HORVU.MOREX.r3.7HG0745890",12
"post-translational histone modification","post-translational histone modification","post-translational histone modification","17/1542","191/35106",0.0890052356020942,2.02634098641188,3.048541786913,0.00468676634683086,0.0286413498972997,0.0217436723303264,"HORVU.MOREX.r3.1HG0016810/HORVU.MOREX.r3.1HG0068790/HORVU.MOREX.r3.2HG0135860/HORVU.MOREX.r3.2HG0151430/HORVU.MOREX.r3.2HG0199050/HORVU.MOREX.r3.3HG0308530/HORVU.MOREX.r3.4HG0336430/HORVU.MOREX.r3.4HG0338790/HORVU.MOREX.r3.4HG0376720/HORVU.MOREX.r3.5HG0433570/HORVU.MOREX.r3.5HG0490830/HORVU.MOREX.r3.5HG0504450/HORVU.MOREX.r3.6HG0546130/HORVU.MOREX.r3.7HG0647610/HORVU.MOREX.r3.7HG0681330/HORVU.MOREX.r3.7HG0701580/HORVU.MOREX.r3.7HG0712810",17
"hydroxylation","hydroxylation","hydroxylation","3/1542","9/35106",0.333333333333333,7.58884565499351,4.23726289903811,0.00582048829690076,0.034299306035308,0.0260390265913981,"HORVU.MOREX.r3.1HG0070100/HORVU.MOREX.r3.5HG0521560/HORVU.MOREX.r3.6HG0632360",3
"meiotic recombination","meiotic recombination","meiotic recombination","9/1542","77/35106",0.116883116883117,2.66102380110162,3.12749891587561,0.00654899336997459,0.0372615140015796,0.0282878479501625,"HORVU.MOREX.r3.2HG0169030/HORVU.MOREX.r3.2HG0207380/HORVU.MOREX.r3.3HG0233300/HORVU.MOREX.r3.4HG0338990/HORVU.MOREX.r3.4HG0407200/HORVU.MOREX.r3.5HG0441110/HORVU.MOREX.r3.5HG0507940/HORVU.MOREX.r3.7HG0677140/HORVU.MOREX.r3.7HG0692170",9
"post-transcriptional regulator activities","post-transcriptional regulator activities","post-transcriptional regulator activities","8/1542","66/35106",0.121212121212121,2.75958023817946,3.06682372377566,0.00814762278096515,0.0448119252953083,0.0340198986292931,"HORVU.MOREX.r3.1HG0004540/HORVU.MOREX.r3.1HG0070640/HORVU.MOREX.r3.1HG0094000/HORVU.MOREX.r3.2HG0102720/HORVU.MOREX.r3.5HG0492170/HORVU.MOREX.r3.5HG0517800/HORVU.MOREX.r3.6HG0565380/HORVU.MOREX.r3.7HG0732480",8
"nucleotide sugar biosynthesis","nucleotide sugar biosynthesis","nucleotide sugar biosynthesis","7/1542","55/35106",0.127272727272727,2.89755925008843,3.01867461753101,0.010010343327823,0.05328085964809,0.040449265059794,"HORVU.MOREX.r3.1HG0007910/HORVU.MOREX.r3.2HG0127370/HORVU.MOREX.r3.2HG0153490/HORVU.MOREX.r3.3HG0327170/HORVU.MOREX.r3.5HG0425420/HORVU.MOREX.r3.5HG0511770/HORVU.MOREX.r3.6HG0549920",7
"lipidation","lipidation","lipidation","9/1542","87/35106",0.103448275862069,2.3551589963773,2.712612933329,0.0141493509969115,0.0729575910778252,0.0553872621260682,"HORVU.MOREX.r3.1HG0013000/HORVU.MOREX.r3.3HG0234720/HORVU.MOREX.r3.4HG0372480/HORVU.MOREX.r3.4HG0416460/HORVU.MOREX.r3.4HG0418680/HORVU.MOREX.r3.5HG0428060/HORVU.MOREX.r3.5HG0444990/HORVU.MOREX.r3.5HG0462450/HORVU.MOREX.r3.6HG0589240",9
"mismatch repair (MMR)","mismatch repair (MMR)","mismatch repair (MMR)","2/1542","5/35106",0.4,9.10661478599222,3.88556889036657,0.017644564775232,0.08822282387616,0.0669761788916303,"HORVU.MOREX.r3.3HG0238730/HORVU.MOREX.r3.5HG0479520",2
